,Name,Address,AvgRatingText,TotalReviews,TotalFavourites,TotalViews,TotalPictures,TotalCheckIns,Url,Latitude,Longitude,ResCreatedOn,điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng,Khoảng giá khác,Thời gian hoạt động,Thích hợp,Giờ nhận khách cuối,Thời gian chuẩn bị,Nghỉ lễ,Thể loại,Sức chứa,Phong cách ẩm thực,Phù hợp với,Phục vụ các món,Website,Có wifi,Có giao hàng,Có máy lạnh & điều hòa,Cho mua về,Trả bằng thẻ,Có chỗ đậu ôtô,Nên đặt trước,Có bàn ngoài trời,Có phòng riêng,Có chỗ chơi cho trẻ em,Có karaoke,Giữ xe máy miễn phí,Tip cho nhân viên,Có khu vực hút thuốc,Có thẻ thành viên,Có xuất hóa đơn đỏ,Có hỗ trợ hội thảo,Có lò sưởi,Có hỗ trợ người khuyết tật,Có chiếu bóng đá,Có nhạc sống
1366,Hải Ngư Ông - Seafood & Coffee,"Tòa Nhà Hancom, 8 Võ Chí Công, Quận Tây Hồ, Hà Nội",9.8,1,0,0,1,0,/ha-noi/hai-ngu-ong-seafood-coffee,21.049911,105.805193,0001-12-31T17:00:00Z,10.0,10.0,10.0,10.0,9.0,06:00,22:00,30.000đ - 300.000đ,1.0,1.0,0.0,0.0,0.0,hai-ngu-ong-seafood-coffee,,06:00 - 14:00 | 17:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Takeaway - Mang về']",['Hải sản'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Donzella BBQ & Hotpot,"115 Kim Mã, Quận Ba Đình, Hà Nội",6.3,17,0,0,60,0,/ha-noi/donzella-bbq-hotpot,21.031753,105.825149,0001-12-31T17:00:00Z,7.7,6.4,6.0,5.9,5.7,10:00,22:30,50.000đ - 250.000đ,17.0,3.0,6.0,3.0,5.0,donzella-bbq-hotpot,,10:00 - 14:00 | 17:30 - 22:30,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],55 người lớn,['Món Á'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,Lẩu Sơn Tùng,"325 Trần Đại Nghĩa, Quận Hai Bà Trưng, Hà Nội",7.9,16,0,0,55,0,/ha-noi/lau-son-tung,20.995334,105.84531,0001-12-31T17:00:00Z,8.1,8.0,7.9,7.8,7.8,09:00,22:30,50.000đ - 200.000đ,16.0,6.0,7.0,2.0,1.0,lau-son-tung,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,A1 - Korean BBQ & Hotpot,"10 Nguyễn Khuyến, Quận Hà Đông, Hà Nội",8.0,1,0,0,3,0,/ha-noi/a1-korean-bbq-hotpot,20.978115,105.787269,0001-12-31T17:00:00Z,8.0,8.0,8.0,8.0,8.0,10:00,22:00,150.000đ - 300.000đ,1.0,0.0,1.0,0.0,0.0,a1-korean-bbq-hotpot,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,"['Món Á', 'Món Trung Hoa']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,The Pizza Company - Vincom Times City,"Hầm B1, Gian Hàng Số 5 Vincom Times City, 458 Minh Khai, Quận Hoàng Mai, Hà Nội",7.2,10,0,0,30,0,/ha-noi/the-pizza-company-vincom-times-city,20.994864,105.869326,0001-12-31T17:00:00Z,7.6,7.6,7.5,7.3,6.2,09:30,22:00,36.000đ - 449.000đ,10.0,1.0,7.0,1.0,1.0,the-pizza-company-vincom-times-city,,09:30 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],40 người lớn,"['Món Âu', 'Ý']","['Ăn gia đình', 'Họp nhóm', 'Tiếp khách']",['Pizza & Pasta'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Hadu Sushi - Ẩm Thực Nhật Bản,"276 Xã Đàn, Quận Đống Đa, Hà Nội",8.1,17,0,0,199,0,/ha-noi/hadu-sushi-am-thuc-nhat-ban,21.01282,105.835779,0001-12-31T17:00:00Z,8.5,8.2,8.1,7.9,7.8,10:00,22:00,100.000đ - 300.000đ,17.0,4.0,11.0,2.0,0.0,hadu-sushi-am-thuc-nhat-ban,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Sushi & Sashimi'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,CHIBO Vietnam - Bánh Xèo & Ẩm Thực Nhật Bản,"144 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",8.1,10,0,0,55,0,/ha-noi/chibo-vietnam-banh-xeo-am-thuc-nhat-ban,21.014127,105.85038,0001-12-31T17:00:00Z,8.6,8.6,8.3,7.7,7.4,11:30,22:00,50.000đ - 250.000đ,10.0,3.0,6.0,0.0,1.0,chibo-vietnam-banh-xeo-am-thuc-nhat-ban,,17:00 - 22:00 | 11:30 - 14:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Sushi & Sashimi'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,"Xuyến Chi - Dê Núi, Gà Đắp Đất & Lợn Mán","Ngõ 307 Vũ Tông Phan, Quận Thanh Xuân, Hà Nội",9.0,1,0,0,1,0,/ha-noi/xuyen-chi-de-nui-ga-dap-dat-lon-man,20.992184,105.814847,0001-12-31T17:00:00Z,10.0,9.0,9.0,9.0,8.0,00:01,23:59,50.000đ - 300.000đ,1.0,1.0,0.0,0.0,0.0,xuyen-chi-de-nui-ga-dap-dat-lon-man,,10:30 - 23:59 | 00:01 - 02:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Giao tận nơi', 'Ngắm cảnh', 'Takeaway - Mang về']",['Đặc sản vùng'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Lẩu Shinju - Lẩu & Nướng Không Khói - Coming Soon,"K3 - 4 Tòa Newspace, Mai Chí Thọ, Quận Long Biên, Hà Nội",7.0,1,0,0,16,0,/ha-noi/lau-shinju-lau-nuong-khong-khoi,21.061417,105.913282,0001-12-31T17:00:00Z,7.0,7.0,7.0,7.0,7.0,09:00,22:00,150.000đ - 300.000đ,1.0,0.0,1.0,0.0,0.0,lau-shinju-lau-nuong-khong-khoi,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],180 người lớn,['Quốc tế'],"['Ăn gia đình', 'Họp nhóm', 'BBQ - Món Nướng']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,N One - Ẩm Thực Việt,"HH2 Bắc Hà, 15 Tố Hữu, Quận Nam Từ Liêm, Hà Nội",4.6,1,0,0,0,0,/ha-noi/n-one-am-thuc-viet,20.997912,105.795104,0001-12-31T17:00:00Z,7.0,4.0,4.0,4.0,4.0,10:00,22:00,150.000đ - 300.000đ,1.0,0.0,0.0,0.0,1.0,n-one-am-thuc-viet,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,Fenghuang - Trần Kim Xuyến,"35 Trần Kim Xuyến, Quận Cầu Giấy, Hà Nội",6.4,24,0,0,56,0,/ha-noi/fenghuang-tran-kim-xuyen,21.018852,105.794442,0001-12-31T17:00:00Z,6.9,6.7,6.3,6.2,6.1,11:00,21:30,150.000đ - 300.000đ,24.0,5.0,8.0,4.0,7.0,fenghuang-tran-kim-xuyen,,11:00 - 14:00 | 18:00 - 21:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],180 người lớn,"['Món Á', 'Món Trung Hoa']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,Ngon Garden,"70 Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",8.1,40,0,0,95,0,/ha-noi/ngon-garden,21.020037,105.845308,0001-12-31T17:00:00Z,8.6,8.5,8.3,7.9,7.4,06:00,22:00,50.000đ - 250.000đ,40.0,26.0,7.0,3.0,4.0,ngon-garden,,06:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,Nhân Sushi Hà Nội - Ẩm Thực Nhật Bản - Nguyễn Thị Định,"B35 Trung Hòa Nhân Chính, Nguyễn Thị Định, Quận Thanh Xuân, Hà Nội",8.4,7,0,0,43,0,/ha-noi/nhan-sushi-ha-noi-am-thuc-nhat-ban-nguyen-thi-dinh,21.00726,105.80527,0001-12-31T17:00:00Z,8.9,8.9,8.7,8.0,7.6,11:00,22:00,900.000đ - 4.000.000đ,7.0,3.0,3.0,1.0,0.0,nhan-sushi-ha-noi-am-thuc-nhat-ban-nguyen-thi-dinh,,11:00 - 14:00 | 18:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],40 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Tiếp khách', 'Ngắm cảnh', 'Tiếp khách sang trọng']",['Sushi & Sashimi'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,Hotpot Story - Times City,"TN55, Hầm B1, TTTM Vincom Mega Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",7.7,7,0,0,15,0,/ha-noi/hotpot-story-times-city,20.994987,105.868081,0001-12-31T17:00:00Z,8.1,7.9,7.7,7.4,7.3,10:00,22:00,199.000đ - 299.000đ,7.0,2.0,3.0,1.0,1.0,hotpot-story-times-city,,10:00 - 14:00 | 17:00 - 22:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Quốc tế'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Buffet']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,Fortune Pizza,"9 Ấu Triệu, Quận Hoàn Kiếm, Hà Nội",8.0,3,0,0,58,0,/ha-noi/fortune-pizza,21.029373,105.849196,0001-12-31T17:00:00Z,9.0,8.3,7.7,7.7,7.3,10:00,22:00,50.000đ - 250.000đ,3.0,0.0,3.0,0.0,0.0,fortune-pizza,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],55 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Pizza & Pasta'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,Gogi House - Nướng Hàn Quốc - Tô Hiệu,"191 Tô Hiệu, Quận Cầu Giấy, Hà Nội",8.2,5,0,0,25,0,/ha-noi/gogi-house-nuong-han-quoc-to-hieu,21.041614,105.79406,0001-12-31T17:00:00Z,9.8,8.4,8.0,8.0,7.0,10:00,22:00,300.000đ - 550.000đ,5.0,4.0,0.0,0.0,1.0,gogi-house-nuong-han-quoc-to-hieu,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'BBQ - Món Nướng']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Manwah Taiwanese Hotpot - Thái Hà,"1 Thái Hà, Quận Đống Đa, Hà Nội",8.2,24,0,0,109,0,/ha-noi/manwah-taiwanese-hotpot-thai-ha,21.009411,105.823614,0001-12-31T17:00:00Z,8.7,8.4,8.3,8.1,7.6,10:00,22:00,100.000đ - 400.000đ,24.0,4.0,18.0,2.0,0.0,manwah-taiwanese-hotpot-thai-ha,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,"['Món Á', 'Đài Loan']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Vuvuzela Beer Club - Thái Hà,"1 Thái Hà, Quận Đống Đa, Hà Nội",9.8,21,0,0,53,0,/ha-noi/vuvuzela-beer-club-thai-ha,21.009411,105.823614,0001-12-31T17:00:00Z,10.0,9.9,9.8,9.8,9.5,10:30,23:00,150.000đ - 500.000đ,21.0,20.0,1.0,0.0,0.0,vuvuzela-beer-club-thai-ha,,10:30 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,Vuvuzela Beer Club - Hồ Gươm Plaza,"TTTM Hồ Gươm Plaza, 110 Trần Phú, Quận Hà Đông, Hà Nội",9.5,4,0,0,7,0,/ha-noi/vuvuzela-beer-club-ho-guom-plaza,20.97897,105.785685,0001-12-31T17:00:00Z,9.8,9.8,9.5,9.3,9.0,10:30,23:00,150.000đ - 500.000đ,4.0,4.0,0.0,0.0,0.0,vuvuzela-beer-club-ho-guom-plaza,,10:30 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,['Quốc tế'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,Meet Fresh - Lotte Đào Tấn,"Tầng 3, Lotte Center, 54 Đào Tấn, Quận Ba Đình, Hà Nội",8.4,17,0,0,21,0,/ha-noi/meet-fresh-lotte-dao-tan,21.031758,105.812252,0001-12-31T17:00:00Z,8.9,8.7,8.4,8.1,8.1,10:00,22:00,40.000đ - 150.000đ,17.0,11.0,3.0,1.0,2.0,meet-fresh-lotte-dao-tan,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Á'],"['Hẹn hò', 'Họp nhóm', 'Ăn vặt', 'Takeaway - Mang về']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,Nhà Hàng Hàn Quốc Plus Mart,"Tầng 2, Kiot 10 CT5, Mỹ Đình Sông Đà, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",8.4,1,0,0,8,0,/ha-noi/nha-hang-han-quoc-plus-mart,21.0179745,105.7798886000001,0001-12-31T17:00:00Z,9.0,9.0,8.0,8.0,8.0,09:00,22:00,5.000đ - 80.000đ,1.0,0.0,1.0,0.0,0.0,nha-hang-han-quoc-plus-mart,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'BBQ - Món Nướng', 'Ăn vặt', 'Takeaway - Mang về']","['Thịt Gà', 'Thịt Bò', 'Thịt Heo', 'Món nước', 'Sinh tố - Nước ép', 'Cơm văn phòng', 'Ăn vặt - Ăn nhẹ', 'Cơm', 'Fastfood - Thức ăn nhanh']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,Box BBQ - Đỗ Quang,"37 Đỗ Quang, Quận Cầu Giấy, Hà Nội",8.6,14,0,0,50,0,/ha-noi/box-bbq-do-quang,21.011118,105.802126,0001-12-31T17:00:00Z,8.9,8.9,8.6,8.5,8.1,,,199.000đ - 499.000đ,14.0,6.0,7.0,1.0,0.0,box-bbq-do-quang,,,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],65 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Tiếp khách', 'Buffet', 'BBQ - Món Nướng']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Toọc Quán - Gà Đông Tảo & Nhậu Các Món,"58 Xã Đàn, Quận Đống Đa, Hà Nội",5.0,2,0,0,32,0,/ha-noi/tooc-quan-ga-dong-tao-nhau-cac-mon,21.011583,105.836872,0001-12-31T17:00:00Z,6.0,5.0,5.0,5.0,4.0,10:00,22:00,50.000đ - 250.000đ,2.0,0.0,1.0,0.0,1.0,tooc-quan-ga-dong-tao-nhau-cac-mon,,10:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],65 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Đặc sản vùng'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,Hà Nội Xưa - Ẩm Thực Việt,"1073 Đê La Thành, Quận Ba Đình, Hà Nội",7.0,1,0,0,3,0,/ha-noi/ha-noi-xua-am-thuc-viet,21.027606,105.808764,0001-12-31T17:00:00Z,7.0,7.0,7.0,7.0,7.0,09:00,22:00,100.000đ - 500.000đ,1.0,0.0,1.0,0.0,0.0,ha-noi-xua-am-thuc-viet,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,['Món Việt'],"['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi', 'Ngắm cảnh', 'Takeaway - Mang về']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,Nhà Hàng 2D - Tasty Vietnamese Cuisine,"B13 Ngõ 57 Láng Hạ, Quận Đống Đa, Hà Nội",7.6,1,0,0,3,0,/ha-noi/nha-hang-2d-tasty-vietnamese-cuisine,21.019356,105.817594,0001-12-31T17:00:00Z,8.0,8.0,8.0,7.0,7.0,07:30,22:00,50.000đ - 150.000đ,1.0,0.0,1.0,0.0,0.0,nha-hang-2d-tasty-vietnamese-cuisine,,07:30 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],65 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,Sushila - Ẩm Thực Nhật Bản,"37F Kim Mã Thượng, Quận Ba Đình, Hà Nội",7.7,12,0,0,59,0,/ha-noi/sushila-am-thuc-nhat-ban,21.035924,105.812746,0001-12-31T17:00:00Z,8.3,8.3,7.9,7.1,7.1,09:00,22:00,100.000đ - 500.000đ,12.0,5.0,4.0,2.0,1.0,sushila-am-thuc-nhat-ban,,09:00 - 14:00 | 17:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về']",['Sushi & Sashimi'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,Unique Dining Hanoi - Ẩm Thực Âu,"27 Hàng Bông, Quận Hoàn Kiếm, Hà Nội",9.6,7,0,0,21,0,/ha-noi/unique-dining-hanoi-am-thuc-au,21.0309434548913,105.8485486797927,0001-12-31T17:00:00Z,9.7,9.7,9.7,9.4,9.4,,,70.000đ - 675.000đ,7.0,5.0,2.0,0.0,0.0,unique-dining-hanoi-am-thuc-au,,Cả ngày,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Quốc tế'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Nem Nướng Xuân Dần - Phủ Doãn,"2B Phủ Doãn, Quận Hoàn Kiếm, Hà Nội",8.7,2,0,0,2,0,/ha-noi/nem-nuong-xuan-dan-phu-doan,21.030402,105.847472,0001-12-31T17:00:00Z,9.5,9.0,8.5,8.5,8.0,10:00,22:00,25.000đ - 150.000đ,2.0,0.0,2.0,0.0,0.0,nem-nuong-xuan-dan-phu-doan,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Họp nhóm', 'Tiếp khách']",,https://www.facebook.com/nemnuongxuandan.com.vn/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,Lotteria - Lotte Observation Deck,"Tầng 65 Lotte Observation Deck, Lotter Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội",7.8,2,0,0,13,0,/ha-noi/lotteria-lotte-observation-deck,21.032292,105.812617,0001-12-31T17:00:00Z,9.5,8.5,8.0,7.5,5.5,10:00,21:00,5.000đ - 301.000đ,2.0,0.0,2.0,0.0,0.0,lotteria-lotte-observation-deck,,10:00 - 21:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 7 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Á'],"['Ăn gia đình', 'Giao tận nơi', 'Takeaway - Mang về']",['Thịt Gà'],www.lotteria.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
